iter	RMSE
0	0.585839435
1	0.5790261065
2	0.5724092051
3	0.5659921774
4	0.5598367894
5	0.5543356358
6	0.5486717569
7	0.5432799795
8	0.538183638
9	0.5332336252
10	0.5285408393
11	0.5239753128
12	0.5194334027
13	0.5155427726
14	0.5113030346
15	0.5072372038
16	0.503552379
17	0.5003182516
18	0.4972998013
19	0.4943095353
20	0.4913609529
21	0.4885251919
22	0.4858198126
23	0.483012458
24	0.4802729918
25	0.4779248627
26	0.4752786481
27	0.4729750738
28	0.4705843321
29	0.4685190444
30	0.466663849
31	0.4649120302
32	0.4628290868
33	0.461045652
34	0.4591753992
35	0.4576005751
36	0.4559981953
37	0.4545036155
38	0.4527986378
39	0.4514306692
40	0.4499144012
41	0.4485638291
42	0.4473480538
43	0.4459547484
44	0.4448642062
45	0.4439258286
46	0.4428417626
47	0.441863187
48	0.4408669468
49	0.4398731787
50	0.439017896
51	0.4381984268
52	0.4370960899
53	0.4362676776
54	0.4355402866
55	0.43479806
56	0.4341359223
57	0.4332762877
58	0.4320907023
59	0.4309194359
60	0.4298833116
61	0.4290078817
62	0.4280628337
63	0.4270918359
64	0.4260790657
65	0.4252135701
66	0.4244654694
67	0.423624994
68	0.422818273
69	0.4222248125
70	0.421512679
71	0.4207909232
72	0.4201634515
73	0.4197207491
74	0.4190548069
75	0.4185813347
76	0.4179768247
77	0.4174413488
78	0.4169946092
79	0.4164761762
80	0.4161075973
81	0.4156019147
82	0.4151116425
83	0.4147865677
84	0.414338701
85	0.4139346172
86	0.4134783179
87	0.413077093
88	0.4128020244
89	0.4124361955
90	0.4122439372
91	0.411793516
92	0.4114621698
93	0.4110892351
94	0.4108442541
95	0.410536412
96	0.4102089138
97	0.4100170778
98	0.4097048089
99	0.4094019543
100	0.4092741832
101	0.4090178728
102	0.4086748642
103	0.4084587843
104	0.408159415
105	0.4077854197
106	0.4075300432
107	0.4073466809
108	0.4070454632
109	0.4067951627
110	0.406672918
111	0.4063708171
112	0.4062426772
113	0.4060002266
114	0.4058954877
115	0.4056332598
116	0.405448143
117	0.405227931
118	0.4050340768
119	0.404913574
120	0.4046792468
121	0.4045173963
122	0.4043484331
123	0.4041833574
124	0.4041343163
125	0.4039762105
126	0.4038700417
127	0.4037542855
128	0.4035305584
129	0.4034942564
130	0.4033315577
131	0.4031152003
132	0.4030106945
133	0.4029145403
134	0.4028396637
135	0.4026471379
136	0.4024876573
137	0.402388248
138	0.4023264814
139	0.402186102
140	0.4018645605
141	0.4017920301
142	0.4015457079
143	0.4013723244
144	0.4012314517
145	0.4010524163
146	0.4009718179
147	0.4008808151
148	0.400840859
149	0.4008158293
150	0.4007485416
151	0.4006332774
152	0.4005854323
153	0.4004519433
154	0.4003403695
155	0.4001410869
156	0.4000617454
157	0.4000151521
158	0.3999191639
159	0.3997880563
160	0.3996189305
161	0.3994236475
162	0.3993899191
163	0.3993398583
164	0.3992511121
165	0.399171086
166	0.3991490288
167	0.3989159841
168	0.3988320978
169	0.3988001345
170	0.3987452367
171	0.3985367164
172	0.3983900114
173	0.3983692613
174	0.3982545669
175	0.3982090646
176	0.3981322569
177	0.3980464203
178	0.3979273501
179	0.3978286347
180	0.3977546693
181	0.3976476569
182	0.3975037086
183	0.3974410217
184	0.3973959302
185	0.3972004509
186	0.3971785044
187	0.3970005382
188	0.3969763238
189	0.3968801865
190	0.3967711816
191	0.3965989479
192	0.3965567828
193	0.3964857909
194	0.3964146018
195	0.3963870122
196	0.3963680081
197	0.3962252363
198	0.3961321269
199	0.3960169889
200	0.3958115894
201	0.3957951862
202	0.3956898983
203	0.3955935543
204	0.3954959812
205	0.3954434441
206	0.3952738547
207	0.3951791016
208	0.394922663
209	0.3948410677
210	0.3947220905
211	0.3945895898
212	0.3944860098
213	0.3943678035
214	0.3943117118
215	0.3942563847
216	0.3941716467
217	0.394115158
218	0.3940704584
219	0.3940161116
220	0.3938519889
221	0.3937938065
222	0.3937341854
223	0.3936158821
224	0.393602693
225	0.3934865915
226	0.3933847556
227	0.3930851439
228	0.3930336485
229	0.3930100159
230	0.3929605651
231	0.392952634
232	0.3928897632
233	0.3927360742
234	0.3926341146
235	0.3924726339
236	0.3924580713
237	0.3923253003
238	0.3922103275
239	0.3921637464
240	0.3921371712
241	0.3920188623
242	0.3918149586
243	0.3916951404
244	0.3916114885
245	0.3915204359
246	0.3914531079
247	0.3913991052
248	0.3912775584
249	0.3912315038
250	0.3912192112
251	0.3911034148
252	0.3910230165
253	0.3908230262
254	0.3906827673
255	0.3906323866
256	0.3905799655
257	0.3905603538
258	0.3904670109
259	0.3901576078
260	0.3900906549
261	0.3900576877
262	0.3899935237
263	0.3896983386
264	0.3895671007
265	0.3895514531
266	0.3895139631
267	0.3893901957
268	0.3893712774
269	0.3893590482
270	0.3892567916
271	0.3891992088
272	0.389105144
273	0.3890891712
274	0.3890339643
275	0.3889702712
276	0.3888640926
277	0.3887911822
278	0.3887351054
279	0.3887155188
280	0.3886404649
281	0.3886057528
